7	78
7	4467
8	4463
9	4523
9	291
9	398
9	4537
11	301
11	67
11	346
11	16
11	4440
11	440
11	14
11	253
13	4528
13	402
13	88
14	11
15	437
15	4504
16	95
16	260
16	53
16	72
16	301
16	121
16	67
16	4441
16	325
16	346
16	398
16	314
16	4492
16	4456
16	362
16	318
16	366
16	4494
16	58
16	66
16	294
16	383
16	11
16	315
16	4488
16	432
16	363
16	249
16	441
16	434
16	382
16	304
16	124
16	64
16	339
16	4463
16	246
16	63
16	4470
16	4530
16	45
16	65
16	86
16	35
16	94
16	80
16	219
16	74
16	440
16	4496
16	89
16	96
16	4440
17	4479
17	437
17	76
17	45
17	4439
18	19
18	109
19	292
19	118
19	122
19	465
19	256
19	255
19	18
20	52
20	314
20	375
21	49
21	107
21	4438
21	4460
23	267
25	405
27	112
28	61
29	363
29	30
30	29
30	363
35	16
38	4474
38	127
38	4481
38	40
39	426
39	78
40	317
40	260
40	72
40	301
40	67
40	42
40	318
40	259
40	327
40	68
40	4470
40	93
40	440
40	4496
40	73
40	70
40	64
40	315
40	432
40	352
40	378
40	4482
40	63
40	74
40	38
42	67
42	4470
42	4463
42	40
42	4469
42	65
42	4534
42	440
42	437
42	391
42	4496
43	318
43	93
43	4482
43	305
43	378
45	447
45	346
45	218
45	220
45	16
45	255
45	228
45	462
45	217
45	457
45	4433
45	304
45	4459
45	17
45	452
47	109
48	415
48	321
48	217
49	21
49	4563
49	4498
51	445
52	20
52	53
52	301
52	67
52	314
52	65
52	74
52	379
52	93
52	68
52	97
52	63
52	375
52	4531
52	383
52	4448
52	438
52	4496
52	64
52	80
53	16
53	4441
53	89
53	80
53	52
57	365
57	110
58	16
59	80
61	28
61	394
62	376
63	317
63	260
63	392
63	72
63	301
63	261
63	313
63	121
63	67
63	314
63	318
63	259
63	66
63	16
63	94
63	52
63	327
63	344
63	420
63	68
63	4470
63	459
63	440
63	124
63	4496
63	73
63	383
63	40
63	312
63	74
63	97
63	432
63	254
63	315
63	65
63	304
63	64
64	317
64	260
64	392
64	72
64	301
64	261
64	67
64	314
64	318
64	259
64	66
64	16
64	94
64	52
64	89
64	344
64	420
64	68
64	4470
64	459
64	440
64	4450
64	250
64	124
64	298
64	4496
64	73
64	383
64	40
64	312
64	74
64	97
64	432
64	254
64	315
64	65
64	63
65	317
65	95
65	260
65	392
65	72
65	301
65	261
65	67
65	398
65	314
65	4492
65	42
65	318
65	259
65	4494
65	66
65	16
65	94
65	52
65	327
65	344
65	68
65	4470
65	440
65	302
65	4450
65	250
65	124
65	298
65	4496
65	73
65	4431
65	383
65	312
65	74
65	97
65	432
65	4440
65	254
65	315
65	4463
65	253
65	63
65	64
66	317
66	260
66	72
66	301
66	261
66	67
66	398
66	314
66	318
66	259
66	4494
66	375
66	73
66	124
66	440
66	315
66	4506
66	16
66	438
66	432
66	312
66	4470
66	316
66	94
66	4496
66	97
66	74
66	253
66	68
66	65
66	64
66	63
67	317
67	260
67	392
67	72
67	301
67	261
67	4494
67	311
67	4450
67	383
67	398
67	42
67	52
67	325
67	16
67	69
67	4470
67	4504
67	254
67	11
67	315
67	344
67	440
67	124
67	4496
67	93
67	378
67	40
67	259
67	94
67	253
67	318
67	432
67	68
67	97
67	73
67	66
67	74
67	63
67	65
67	64
68	317
68	260
68	72
68	301
68	261
68	313
68	67
68	314
68	318
68	259
68	66
68	94
68	52
68	316
68	344
68	4470
68	73
68	378
68	97
68	40
68	440
68	124
68	93
68	432
68	4496
68	312
68	74
68	315
68	64
68	63
68	65
69	317
69	260
69	392
69	72
69	301
69	261
69	67
69	259
69	4504
69	344
69	4447
69	4450
69	70
69	97
69	124
69	338
69	254
69	432
69	345
69	74
70	301
70	398
70	4494
70	69
70	40
70	74
71	392
71	464
71	344
71	235
71	432
71	345
71	375
72	317
72	260
72	392
72	4450
72	316
72	314
72	4507
72	4504
72	398
72	116
72	344
72	448
72	338
72	16
72	4470
72	254
72	40
72	69
72	4496
72	4494
72	315
72	124
72	66
72	440
72	65
72	318
72	73
72	94
72	259
72	64
72	63
72	261
72	378
72	93
72	68
72	97
72	432
72	459
72	67
72	301
72	74
73	260
73	72
73	301
73	67
73	314
73	362
73	318
73	4504
73	66
73	94
73	68
73	4470
73	459
73	4496
73	432
73	40
73	65
73	64
73	74
73	63
74	317
74	95
74	260
74	392
74	72
74	301
74	261
74	313
74	67
74	346
74	398
74	314
74	4492
74	318
74	259
74	4504
74	4494
74	66
74	4507
74	16
74	94
74	52
74	316
74	344
74	448
74	68
74	4470
74	93
74	440
74	302
74	4447
74	4450
74	235
74	69
74	250
74	124
74	298
74	4496
74	73
74	338
74	383
74	40
74	312
74	4440
74	4482
74	360
74	345
74	4448
74	378
74	246
74	70
74	315
74	97
74	63
74	64
74	254
74	65
74	432
75	447
75	367
75	297
76	4588
76	17
77	4434
78	122
78	39
78	4467
78	7
80	53
80	301
80	4441
80	4492
80	16
80	52
80	89
80	420
80	217
80	59
80	4440
81	98
81	4436
81	322
81	4431
